,Date,enter,Height,Time,h
710,6/8/2017 13:00,6/8/2017,6.28,13:00:00,13
711,6/8/2017 14:00,6/8/2017,5.04,14:00:00,14
712,6/8/2017 15:00,6/8/2017,3.55,15:00:00,15
713,6/8/2017 16:00,6/8/2017,2.21,16:00:00,16
714,6/8/2017 17:00,6/8/2017,1.53,17:00:00,17
715,6/8/2017 18:00,6/8/2017,1.7,18:00:00,18
716,6/8/2017 19:00,6/8/2017,2.54,19:00:00,19
717,6/8/2017 20:00,6/8/2017,3.93,20:00:00,20
718,6/8/2017 21:00,6/8/2017,5.48,21:00:00,21
719,6/8/2017 22:00,6/8/2017,6.9,22:00:00,22
720,6/8/2017 23:00,6/8/2017,7.59,23:00:00,23
721,6/9/2017 0:00,6/9/2017,7.53,0:00:00,0
722,6/9/2017 1:00,6/9/2017,6.77,1:00:00,1
723,6/9/2017 2:00,6/9/2017,5.55,2:00:00,2
724,6/9/2017 3:00,6/9/2017,3.92,3:00:00,3
725,6/9/2017 4:00,6/9/2017,2.34,4:00:00,4
726,6/9/2017 5:00,6/9/2017,1.32,5:00:00,5
727,6/9/2017 6:00,6/9/2017,1.19,6:00:00,6
728,6/9/2017 7:00,6/9/2017,1.82,7:00:00,7
729,6/9/2017 8:00,6/9/2017,3.05,8:00:00,8
730,6/9/2017 9:00,6/9/2017,4.61,9:00:00,9
731,6/9/2017 10:00,6/9/2017,6.16,10:00:00,10
732,6/9/2017 11:00,6/9/2017,7.14,11:00:00,11
733,6/9/2017 12:00,6/9/2017,7.41,12:00:00,12
734,6/9/2017 13:00,6/9/2017,6.97,13:00:00,13
735,6/9/2017 14:00,6/9/2017,5.88,14:00:00,14
736,6/9/2017 15:00,6/9/2017,4.44,15:00:00,15
737,6/9/2017 16:00,6/9/2017,3,16:00:00,16
738,6/9/2017 17:00,6/9/2017,1.89,17:00:00,17
739,6/9/2017 18:00,6/9/2017,1.61,18:00:00,18
740,6/9/2017 19:00,6/9/2017,2.06,19:00:00,19
741,6/9/2017 20:00,6/9/2017,3.14,20:00:00,20
742,6/9/2017 21:00,6/9/2017,4.71,21:00:00,21
743,6/9/2017 22:00,6/9/2017,6.31,22:00:00,22
744,6/9/2017 23:00,6/9/2017,7.43,23:00:00,23
745,6/10/2017 0:00,6/10/2017,7.81,0:00:00,0
746,6/10/2017 1:00,6/10/2017,7.39,1:00:00,1
747,6/10/2017 2:00,6/10/2017,6.33,2:00:00,2
748,6/10/2017 3:00,6/10/2017,4.88,3:00:00,3
749,6/10/2017 4:00,6/10/2017,3.16,4:00:00,4
750,6/10/2017 5:00,6/10/2017,1.67,5:00:00,5
751,6/10/2017 6:00,6/10/2017,0.94,6:00:00,6
752,6/10/2017 7:00,6/10/2017,1.12,7:00:00,7
753,6/10/2017 8:00,6/10/2017,2,8:00:00,8
754,6/10/2017 9:00,6/10/2017,3.39,9:00:00,9
755,6/10/2017 10:00,6/10/2017,5,10:00:00,10
756,6/10/2017 11:00,6/10/2017,6.4,11:00:00,11
757,6/10/2017 12:00,6/10/2017,7.15,12:00:00,12
758,6/10/2017 13:00,6/10/2017,7.09,13:00:00,13
759,6/10/2017 14:00,6/10/2017,6.41,14:00:00,14
760,6/10/2017 15:00,6/10/2017,5.3,15:00:00,15
761,6/10/2017 16:00,6/10/2017,3.89,16:00:00,16
762,6/10/2017 17:00,6/10/2017,2.49,17:00:00,17
763,6/10/2017 18:00,6/10/2017,1.64,18:00:00,18
764,6/10/2017 19:00,6/10/2017,1.63,19:00:00,19
765,6/10/2017 20:00,6/10/2017,2.39,20:00:00,20
766,6/10/2017 21:00,6/10/2017,3.7,21:00:00,21
767,6/10/2017 22:00,6/10/2017,5.26,22:00:00,22
768,6/10/2017 23:00,6/10/2017,6.72,23:00:00,23
769,6/11/2017 0:00,6/11/2017,7.61,0:00:00,0
770,6/11/2017 1:00,6/11/2017,7.68,1:00:00,1
771,6/11/2017 2:00,6/11/2017,7.04,2:00:00,2
772,6/11/2017 3:00,6/11/2017,5.88,3:00:00,3
773,6/11/2017 4:00,6/11/2017,4.28,4:00:00,4
774,6/11/2017 5:00,6/11/2017,2.65,5:00:00,5
775,6/11/2017 6:00,6/11/2017,1.45,6:00:00,6
776,6/11/2017 7:00,6/11/2017,1.09,7:00:00,7
777,6/11/2017 8:00,6/11/2017,1.56,8:00:00,8
778,6/11/2017 9:00,6/11/2017,2.68,9:00:00,9
779,6/11/2017 10:00,6/11/2017,4.2,10:00:00,10
780,6/11/2017 11:00,6/11/2017,5.73,11:00:00,11
781,6/11/2017 12:00,6/11/2017,6.89,12:00:00,12
782,6/11/2017 13:00,6/11/2017,7.35,13:00:00,13
783,6/11/2017 14:00,6/11/2017,7.05,14:00:00,14
784,6/11/2017 15:00,6/11/2017,6.17,15:00:00,15
785,6/11/2017 16:00,6/11/2017,4.88,16:00:00,16
786,6/11/2017 17:00,6/11/2017,3.46,17:00:00,17
787,6/11/2017 18:00,6/11/2017,2.24,18:00:00,18
788,6/11/2017 19:00,6/11/2017,1.69,19:00:00,19
789,6/11/2017 20:00,6/11/2017,1.94,20:00:00,20
790,6/11/2017 21:00,6/11/2017,2.91,21:00:00,21
791,6/11/2017 22:00,6/11/2017,4.25,22:00:00,22
792,6/11/2017 23:00,6/11/2017,5.74,23:00:00,23
793,6/12/2017 0:00,6/12/2017,7.01,0:00:00,0
